mean_fee,service_count,above_cap,sa3_code,sa3_name,sa4_code,sa4_name,file_source,year,month,date,city,cccpi,cpi
10.49,19,0,30903,"Gold Coast -
North",309,Gold Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.12,19,0,30905,"Mudgeeraba -
Tallebudgera",309,Gold Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.08,31,0,30906,Nerang,309,Gold Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.25,66,1,30907,"Ormeau -
Oxenford",309,Gold Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.59,18,1,30908,Robina,309,Gold Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.23,31,0,30909,Southport,309,Gold Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.7,12,1,30910,Surfers Paradise,309,Gold Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.94,24,0,31001,"Forest Lake -
Oxley",310,Ipswich,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.63,18,0,31002,"Ipswich
Hinterland",310,Ipswich,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.05,45,2,31003,Ipswich Inner,310,Ipswich,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.31,46,0,31004,"Springfield -
Redbank",310,Ipswich,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.72,18,0,31102,Beenleigh,311,"Logan -
Beaudesert",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.88,34,0,31103,Browns Plains,311,"Logan -
Beaudesert",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.46,16,0,31104,Jimboomba,311,"Logan -
Beaudesert",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.73,34,0,31105,"Loganlea -
Carbrook",311,"Logan -
Beaudesert",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.82,39,0,31106,"Springwood -
Kingston",311,"Logan -
Beaudesert",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
8.7,11,0,31201,"Bowen Basin -
North",312,"Mackay - Isaac -
Whitsunday",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.16,33,0,31202,Mackay,312,"Mackay - Isaac -
Whitsunday",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.04,9,0,31203,Whitsunday,312,"Mackay - Isaac -
Whitsunday",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.47,7,0,31301,"Bribie -
Beachmere",313,"Moreton Bay -
North",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.84,31,0,31302,Caboolture,313,"Moreton Bay -
North",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.07,23,0,31304,"Narangba -
Burpengary",313,"Moreton Bay -
North",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.36,19,1,31305,Redcliffe,313,"Moreton Bay -
North",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.95,33,0,31401,The Hills District,314,"Moreton Bay -
South",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.62,35,1,31402,North Lakes,314,"Moreton Bay -
South",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.65,15,0,31403,Strathpine,314,"Moreton Bay -
South",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
5.23,15,0,31501,Far North,315,"Queensland -
Outback",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
8.75,12,0,31502,Outback - North,315,"Queensland -
Outback",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
8.35,8,0,31503,Outback - South,315,"Queensland -
Outback",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.63,22,0,31601,Buderim,316,Sunshine Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.7,26,1,31602,Caloundra,316,Sunshine Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.57,18,1,31603,Maroochy,316,Sunshine Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.55,14,0,31605,Noosa,316,Sunshine Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.87,10,0,31606,"Sunshine Coast
Hinterland",316,Sunshine Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.42,17,0,31607,Nambour,316,Sunshine Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.22,5,0,31608,Noosa Hinterland,316,Sunshine Coast,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.08,62,0,31701,Toowoomba,317,Toowoomba,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
7.7,12,0,31801,"Charters Towers -
Ayr - Ingham",318,Townsville,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.95,87,0,31802,Townsville,318,Townsville,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.75,28,0,31901,Bundaberg,319,Wide Bay,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.17,15,1,31902,Burnett,319,Wide Bay,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.49,15,0,31903,"Gympie -
Cooloola",319,Wide Bay,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.74,18,0,31904,Hervey Bay,319,Wide Bay,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.93,10,0,31905,Maryborough,319,Wide Bay,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
11.37,13,2,40101,Adelaide City,401,"Adelaide -
Central and Hills",December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.87,22,2,40102,Adelaide Hills,401,"Adelaide -
Central and Hills",December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
11.43,13,3,40103,Burnside,401,"Adelaide -
Central and Hills",December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
11.29,12,2,40104,"Campbelltown
(SA)",401,"Adelaide -
Central and Hills",December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
11.8,16,3,40105,"Norwood -
Payneham - St
Peters",401,"Adelaide -
Central and Hills",December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
11.92,10,2,40106,"Prospect -
Walkerville",401,"Adelaide -
Central and Hills",December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
11.52,17,5,40107,Unley,401,"Adelaide -
Central and Hills",December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
11.24,9,2,40201,"Gawler - Two
Wells",402,Adelaide - North,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.81,24,1,40202,Playford,402,Adelaide - North,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.96,17,0,40203,"Port Adelaide -
East",402,Adelaide - North,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.42,35,0,40204,Salisbury,402,Adelaide - North,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.61,22,0,40205,Tea Tree Gully,402,Adelaide - North,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
11.14,13,0,40301,Holdfast Bay,403,Adelaide - South,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.9,24,2,40302,Marion,403,Adelaide - South,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
11.56,20,3,40303,Mitcham,403,Adelaide - South,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.4,46,0,40304,Onkaparinga,403,Adelaide - South,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.83,25,1,40401,Charles Sturt,404,Adelaide - West,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.68,14,1,40402,"Port Adelaide -
West",404,Adelaide - West,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
11.38,25,0,40403,West Torrens,404,Adelaide - West,December quarter 2021.xlsx,2021,12,2021-12-01,ade,160.1,120.4
10.76,9,0,40501,Barossa,405,"Barossa - Yorke
- Mid North",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
8.83,8,0,40502,Lower North,405,"Barossa - Yorke
- Mid North",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
8.71,7,0,40503,Mid North,405,"Barossa - Yorke
- Mid North",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.49,16,1,40601,"Eyre Peninsula
and South West",406,"South Australia -
Outback",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.79,6,0,40602,"Outback - North
and East",406,"South Australia -
Outback",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.94,12,1,40701,"Fleurieu -
Kangaroo Island",407,"South Australia -
South East",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.78,15,0,40702,Limestone Coast,407,"South Australia -
South East",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.1,16,0,40703,"Murray and
Mallee",407,"South Australia -
South East",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
11.76,16,4,50101,"Augusta -
Margaret River -
Busselton",501,Bunbury,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.54,25,0,50102,Bunbury,501,Bunbury,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.43,9,2,50103,Manjimup,501,Bunbury,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.07,27,0,50201,Mandurah,502,Mandurah,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
13.04,21,16,50301,"Cottesloe -
Claremont",503,Perth - Inner,December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
12.5,39,21,50302,Perth City,503,Perth - Inner,December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
10.98,24,2,50401,"Bayswater -
Bassendean",504,"Perth - North
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
10.41,9,1,50402,Mundaring,504,"Perth - North
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
10.55,40,2,50403,Swan,504,"Perth - North
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
11.22,46,4,50501,Joondalup,505,"Perth - North
West",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
11.99,53,20,50502,Stirling,505,"Perth - North
West",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
10.76,67,2,50503,Wanneroo,505,"Perth - North
West",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
10.19,24,0,50601,Armadale,506,"Perth - South
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
11.05,17,0,50602,"Belmont - Victoria
Park",506,"Perth - South
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
11.25,25,1,50603,Canning,506,"Perth - South
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
11.03,37,1,50604,Gosnells,506,"Perth - South
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
11.1,13,2,50605,Kalamunda,506,"Perth - South
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
10.47,9,0,50606,"Serpentine -
Jarrahdale",506,"Perth - South
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
12.2,18,8,50607,South Perth,506,"Perth - South
East",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
11.4,33,5,50701,Cockburn,507,"Perth - South
West",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
11.37,15,1,50702,Fremantle,507,"Perth - South
West",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
10.69,13,0,50703,Kwinana,507,"Perth - South
West",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
12.42,28,16,50704,Melville,507,"Perth - South
West",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
10.27,37,0,50705,Rockingham,507,"Perth - South
West",December quarter 2021.xlsx,2021,12,2021-12-01,per,171.5,119.4
9.89,16,0,50901,Albany,509,"Western
Australia -
Wheat Belt",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
11.64,18,8,50902,"Wheat Belt -
North",509,"Western
Australia -
Wheat Belt",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
11.22,11,4,50903,"Wheat Belt -
South",509,"Western
Australia -
Wheat Belt",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.94,12,3,51001,Kimberley,510,"Western
Australia -
Outback (North)",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
11.83,7,3,51002,East Pilbara,510,"Western
Australia -
Outback (North)",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
12.63,13,9,51003,West Pilbara,510,"Western
Australia -
Outback (North)",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
11.52,10,2,51103,Goldfields,511,"Western
Australia -
Outback (South)",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.66,15,1,51104,Mid West,511,"Western
Australia -
Outback (South)",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.39,16,0,60102,"Hobart - North
East",601,Hobart,December quarter 2021.xlsx,2021,12,2021-12-01,hob,169.5,118.2
10.49,10,0,60103,"Hobart - North
West",601,Hobart,December quarter 2021.xlsx,2021,12,2021-12-01,hob,169.5,118.2
9.35,7,0,60104,"Hobart - South
and West",601,Hobart,December quarter 2021.xlsx,2021,12,2021-12-01,hob,169.5,118.2
10.04,26,0,60105,Hobart Inner,601,Hobart,December quarter 2021.xlsx,2021,12,2021-12-01,hob,169.5,118.2
10.67,24,2,60201,Launceston,602,"Launceston and
North East",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.36,9,0,60203,North East,602,"Launceston and
North East",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.2,5,0,60302,"Huon - Bruny
Island",603,South East,December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
9.7,12,0,60401,"Burnie -
Ulverstone",604,"West and North
West",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.28,8,1,60402,Devonport,604,"West and North
West",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
10.47,10,1,70101,Darwin City,701,Darwin,December quarter 2021.xlsx,2021,12,2021-12-01,dar,147.5,122.9
10.01,27,0,70102,Darwin Suburbs,701,Darwin,December quarter 2021.xlsx,2021,12,2021-12-01,dar,147.5,122.9
7.43,10,0,70103,Litchfield,701,Darwin,December quarter 2021.xlsx,2021,12,2021-12-01,dar,147.5,122.9
10.17,20,0,70104,Palmerston,701,Darwin,December quarter 2021.xlsx,2021,12,2021-12-01,dar,147.5,122.9
7.35,23,0,70201,Alice Springs,702,"Northern
Territory -
Outback",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
5.02,6,0,70203,"Daly - Tiwi - West
Arnhem",702,"Northern
Territory -
Outback",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
7.68,6,0,70204,East Arnhem,702,"Northern
Territory -
Outback",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
5.27,14,0,70205,Katherine,702,"Northern
Territory -
Outback",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
11.92,34,12,80101,Belconnen,801,"Australian
Capital Territory",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
12.42,28,15,80104,Gungahlin,801,"Australian
Capital Territory",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
12.86,32,20,80105,North Canberra,801,"Australian
Capital Territory",December quarter 2021.xlsx,2021,12,2021-12-01,can,155.4,120.9
12.56,25,13,80106,South Canberra,801,"Australian
Capital Territory",December quarter 2021.xlsx,2021,12,2021-12-01,can,155.4,120.9
12.23,33,13,80107,Tuggeranong,801,"Australian
Capital Territory",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
11.74,7,2,80108,Weston Creek,801,"Australian
Capital Territory",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
12.07,19,8,80109,Woden Valley,801,"Australian
Capital Territory",December quarter 2021.xlsx,2021,12,2021-12-01,aus,165.1,121.3
12.14,17,10,10102,Queanbeyan,101,Capital Region,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
9.52,8,0,10103,Snowy Mountains,101,Capital Region,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.48,22,1,10104,South Coast,101,Capital Region,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
9.85,14,1,10105,"Goulburn -
Mulwaree",101,Capital Region,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.62,13,0,10106,Young - Yass,101,Capital Region,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.82,71,4,10201,Gosford,102,Central Coast,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.63,59,0,10202,Wyong,102,Central Coast,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
11.27,17,2,10301,Bathurst,103,Central West,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.09,21,0,10302,Lachlan Valley,103,Central West,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.07,14,1,10303,Lithgow - Mudgee,103,Central West,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
11.02,21,0,10304,Orange,103,Central West,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.48,12,2,10401,Clarence Valley,104,"Coffs Harbour -
Grafton",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.5,43,1,10402,Coffs Harbour,104,"Coffs Harbour -
Grafton",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
9.27,11,0,10501,"Bourke - Cobar -
Coonamble",105,"Far West and
Orana",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.09,23,0,10503,Dubbo,105,"Far West and
Orana",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.32,27,2,10601,Lower Hunter,106,"Hunter Valley
exc Newcastle",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.74,42,3,10602,Maitland,106,"Hunter Valley
exc Newcastle",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.79,26,2,10603,Port Stephens,106,"Hunter Valley
exc Newcastle",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.07,6,0,10604,Upper Hunter,106,"Hunter Valley
exc Newcastle",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.63,32,2,10701,"Dapto - Port
Kembla",107,Illawarra,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
11.28,51,8,10703,"Kiama -
Shellharbour",107,Illawarra,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
11.12,60,7,10704,Wollongong,107,Illawarra,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.14,14,2,10801,Great Lakes,108,Mid North Coast,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
9.24,10,0,10802,"Kempsey -
Nambucca",108,Mid North Coast,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.36,28,0,10804,Port Macquarie,108,Mid North Coast,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
9.87,22,0,10805,"Taree -
Gloucester",108,Mid North Coast,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.83,24,3,10901,Albury,109,Murray,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.88,11,1,10903,"Upper Murray
exc. Albury",109,Murray,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
9.35,10,0,11001,Armidale,110,"New England
and North West",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
9.44,6,0,11002,"Inverell -
Tenterfield",110,"New England
and North West",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
9.26,10,0,11003,Moree - Narrabri,110,"New England
and North West",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.42,28,2,11004,"Tamworth -
Gunnedah",110,"New England
and North West",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
11.2,47,6,11101,"Lake Macquarie -
East",111,"Newcastle and
Lake Macquarie",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.37,30,1,11102,"Lake Macquarie -
West",111,"Newcastle and
Lake Macquarie",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
11.11,75,5,11103,Newcastle,111,"Newcastle and
Lake Macquarie",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.77,27,1,11201,"Richmond Valley
- Coastal",112,"Richmond -
Tweed",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.29,16,1,11202,"Richmond Valley
- Hinterland",112,"Richmond -
Tweed",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.33,26,0,11203,Tweed Valley,112,"Richmond -
Tweed",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.63,13,1,11301,"Griffith -
Murrumbidgee
(West)",113,Riverina,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.08,6,0,11302,"Tumut -
Tumbarumba",113,Riverina,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.69,43,2,11303,Wagga Wagga,113,Riverina,March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.29,45,3,11401,Shoalhaven,114,"Southern
Highlands and
Shoalhaven",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
10.2,18,1,11402,"Southern
Highlands",114,"Southern
Highlands and
Shoalhaven",March quarter 2022.xlsx,2022,3,2022-03-01,aus,165.1,123.9
12.15,73,35,11501,Baulkham Hills,115,"Sydney -
Baulkham Hills
and Hawkesbury",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
11.69,18,2,11502,"Dural - Wisemans
Ferry",115,"Sydney -
Baulkham Hills
and Hawkesbury",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.78,6,0,11503,Hawkesbury,115,"Sydney -
Baulkham Hills
and Hawkesbury",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
11.67,28,6,11504,"Rouse Hill -
McGraths Hill",115,"Sydney -
Baulkham Hills
and Hawkesbury",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.59,62,5,11601,Blacktown,116,"Sydney -
Blacktown",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
11.7,50,16,11602,Blacktown - North,116,"Sydney -
Blacktown",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.13,43,0,11603,Mount Druitt,116,"Sydney -
Blacktown",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
11.74,20,4,11701,Botany,117,"Sydney - City
and Inner South",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
12.67,25,16,11702,"Marrickville -
Sydenham -
Petersham",117,"Sydney - City
and Inner South",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
13.45,108,84,11703,Sydney Inner City,117,"Sydney - City
and Inner South",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
15.21,66,61,11801,"Eastern Suburbs
- North",118,"Sydney -
Eastern Suburbs",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
13.36,69,50,11802,"Eastern Suburbs
- South",118,"Sydney -
Eastern Suburbs",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.92,103,12,11901,Bankstown,119,"Sydney - Inner
South West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.7,76,4,11902,Canterbury,119,"Sydney - Inner
South West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
11.35,66,14,11903,Hurstville,119,"Sydney - Inner
South West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
11.13,63,11,11904,"Kogarah -
Rockdale",119,"Sydney - Inner
South West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
12.92,40,29,12001,Canada Bay,120,"Sydney - Inner
West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
14.31,33,30,12002,Leichhardt,120,"Sydney - Inner
West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
12.42,69,40,12003,"Strathfield -
Burwood -
Ashfield",120,"Sydney - Inner
West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
13.81,67,55,12101,"Chatswood -
Lane Cove",121,"Sydney - North
Sydney and
Hornsby",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
12.22,47,22,12102,Hornsby,121,"Sydney - North
Sydney and
Hornsby",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
14.19,57,49,12103,Ku-ring-gai,121,"Sydney - North
Sydney and
Hornsby",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
15.17,39,38,12104,"North Sydney -
Mosman",121,"Sydney - North
Sydney and
Hornsby",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
14.24,22,21,12201,Manly,122,"Sydney -
Northern
Beaches",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
12.8,20,11,12202,Pittwater,122,"Sydney -
Northern
Beaches",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
12.26,68,30,12203,Warringah,122,"Sydney -
Northern
Beaches",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.54,38,1,12301,Camden,123,"Sydney - Outer
South West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.14,86,3,12302,"Campbelltown
(NSW)",123,"Sydney - Outer
South West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
9.27,21,0,12303,Wollondilly,123,"Sydney - Outer
South West",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.54,23,2,12401,Blue Mountains,124,"Sydney - Outer
West and Blue
Mountains",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.64,83,3,12403,Penrith,124,"Sydney - Outer
West and Blue
Mountains",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
10.21,21,0,12404,"Richmond -
Windsor",124,"Sydney - Outer
West and Blue
Mountains",March quarter 2022.xlsx,2022,3,2022-03-01,syd,163.8,123.7
